股票代码,名称,最新价,涨跌幅,成交额,labels,day_rs_pct,late_rs_pct,rs_labels,core_pool,a1_score
002487,大金重工,39.77,4.962,3341430318.0,DIP_RECOVERY|TREND_UP,6.394192634856832,0.6693616639097066,DAY_OUTPERFORM|LATE_OUTPERFORM,False,11
002119,康强电子,29.61,9.993,3358508146.0,CLOSE_NEAR_HIGH|DIP_RECOVERY|V_REVERSAL,5.723166079753383,0.2907649955603664,DAY_OUTPERFORM,True,9
000592,平潭发展,8.78,10.025,2717291126.0,CLOSE_NEAR_HIGH,11.377595923796836,0.2907649955603664,DAY_OUTPERFORM,True,7
600641,先导基电,51.56,7.866,8047256528.0,DIP_RECOVERY|V_REVERSAL,8.380348135962635,0.3646204788903318,DAY_OUTPERFORM,False,6
002297,博云新材,22.47,5.493,3089792087.0,DIP_RECOVERY,8.142421448637238,0.113066195027256,DAY_OUTPERFORM,False,6
